,Unnamed: 0,Tweet,label
248,248,"Working on #memories #immigrant #lives #newyork #theworld @ New York, New York",N
249,249,"RT @user After three years of separation, a young Syrian refugee hugs his mother in Germany. The picture says it all. #familyreunification",N
250,250,@user @user @user That’s RIGHT you The MAN #FavoritePresident #BuildTheWall #StopTheInvasion #AmericansFirst One Flag One Country ðŸ‡ºðŸ‡¸,H
251,251,@user #BuildThatWall end #chainmigration replace #ImmigrationLottery,H
252,252,@user Whore? Really? Why don't you have some respect for women you asshole!,N
253,253,'Lawless Area': German police conducts raid at refugee center after mob ... via @user,N
254,254,"Marianna's* status and documentation as the wife of a refugee was what she thought she needed...However, only...",N
255,255,PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣,H
256,256,Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal.,N
257,257,"@user MELISSA, YOU’RE HYSTERICAL. 😂 I AM GIVING YOU A HAPPY DANCE FOR TODAY🙌🏻",N
258,258,Before @user and @user @user was a young girl whose immigrant parents were deported. Don't miss her stunning memoir MY FAMILY DIVDED.,N
259,259,"@user If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",H
260,260,"NEW BLOG POST âž At World Relief, we’ve welcomed and provided support to almost 300,000 refugees since 1979. We love these strangers as neighbors because Jesus calls us to. But we also do it because we know that’s what we’d all want for our own families.",N
261,261,Because it’s easy to call women those things when the one hurting you repeatedly acts like he wasn’t being the slut and whore himself.,N
262,262,"When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh",N
263,263,"@user @user Skank ,hoe , all these words you use to describe female artists.gosh,get a grip. Do u…",N
264,264,The German Government Pays for 3 Week Vacation for Refugees to Go Home The German government is actually giving refugees three weeks paid vacations INCLUDING airfare BACK to the very countries that claim they are fleeing because it is unsafe. JUST,N
265,265,"“Many of these parents were removed from the country without their child, all of this is the result of the government’s separation and then inability and failure to track and reunite,” [Judge] Sabraw said.",N
266,266,@user @user @user Your a bitch who needed to shut his hole,H
267,267,Have you heard ‘Wavy Bassline Mix (HALLOWEEN SPECIAL)’ by The Skank Bank on #SoundCloud? #np,N
268,268,"@user @user @user What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht",N
269,269,of i wanna scream ppl that STUPID! Cube is the shitty company? cube is cancelled?? NO. edawn and hyuna went against rules.ofc cube pissed bc they didn't even listen to them?? what are you thinking? sm jyp yg.. all of them will do same. just shut the fuck up anymore.,N
270,270,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,H
271,271,"The Dr.Ron Paul! #makelibertywin #yalcon2018 #presidentpaul #endthefed #sendthemhome #liberty @ Reston, Virginia",N
272,272,"WOW, Trump Just Did It: TWEETS Video Exposing Dem/Obama/Hillary Immigration Hypocrisy",N
273,273,@user War torn? Most so called refugees come from safe countries! Moron!#fuckEU #leaveEU #sendthemback it's the only option to save Europe,H
274,274,@user @user These weak little men cannot abide women who... are alive? This is today's @user Too emotional to think. Hysterical!,N
275,275,Dutch prisons are so empty they're being turned into homes for refugees via @user,N
276,276,It must suck to not be me,N
277,277,"It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",H
278,278,Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,H
279,279,"How about a GoFundMe for a few hundred million dollars, to build a wall along the border side of this farm? #BuildTheWall #BuildThatWall #BuildTheDamnWall",H
280,280,"@user @user Lower taxes, raise the TFSA, stop immigration, end White Genocide as government policySome basic truths:  Access to White people is not a human righthttps://t.co/DImPWggSVZ",H
281,281,@user  come on woman do your job right #WomenSuck,H
282,282,"2017ðŸ‘‰Should EU take migrants from #Italy when they already sent 100,000+to roam Europe.All for @user bt “migrant sharing” a nonsense &amp; plays into hands of Brussels, which seeks to commit EU to mass migration.#Visegrad @user",N
283,283,"He is the new enemy (H.Kickl, minister of interior) of the left comunistic-socialist-green groups which make business with refugees. He will do everything to bring refugees out of Austria, this disturb the business.",H
284,284,"#BorderSecurity #BorderPatrol #Immigration #Undocumented #Aliens#PresidentTrump has signed an Executive Order ending #CatchAndRelease.  This is a huge, Catch and Release has been a...",N
285,285,Frustration and heartbreak as migrant parents look for kids,N
286,286,#immigrants #racist #Trump,H
287,287,Aw 😍😘 I owe you a mustache ride!,N
288,288,Russian immigrant seeks Democratic nod for Alaska House seat (from @user by ⁦@beckybohrerap⁩ ⁦@MThiessen⁩,N
289,289,@user Beware USA + Europe from illigal immigration !,H
290,290,When you're tryna sneak out their crib quietly in the middle of the night,N
291,291,Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway #WomenSuck,H
292,292,Young people taking care of business.,N
293,293,@user The real @user @user bho & holder also killed @user Officer Brian Terry with his #FastandFurious debacle. many others died because of your negligence??#buildthewall#DeportThemAll #NoDACA #NoAmnesty #noworkforEWI,H
294,294,@user thank you for liking my 'not all men' tweet btw,N
295,295,@user Another incident in Germany will it be a drunk driver or another angry immigrant with issues innocent to proven Guilty there is so much goodwill before it becomes salt in the wounds of a giving Nation,N
296,296,@user @user @user Women Are Offended by his Porn & Rape Essay Stating “A Woman Enjoys Interc…,N
297,297,You gotta throw glitter after that. Bitch pussy must be SERIOUS.,H
298,298,@user @user This old bitch needs to go out to pasture! Dig a hole too racist,H
299,299,Large areas have been evacuated and people were moved to shelters to wait for the waters to subside.,N
300,300,I'm at the Plaza Roberto Maestas on Beacon Hill with @user to stand with people of color and immigrant communities as a collective voice of engaged voters. Watch LIVE on Facebook:,N
301,301,"As the European Union gives political cover to Italy &amp; other states blocking &amp; threatening charities rescuing refugees &amp; migrants escaping Libya, death rate soars to staggering 1 in 7",N
302,302,@user 'Oh said a bitch who lost everything. You whore.',H
303,303,Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving…,H
304,304,#ICE #IllegalAliens #Border #Immigration #BringBackOurBorders#Oakland Mayor #LibbySchaaf warned everyone in...,N
305,305,my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,H
306,306,Trump is correct he just said it the wrong way should the Queen head of the british Commonwealth just tell the shitty nations to buzz off certainly not but would the uk people vote to end the commonwealth l think yes less pressure on NHS Housing etc Brexit no to immigration,N
307,307,Angel Families Hold Rally to Combat Illegal Immigration. #DeportThemAll #NoAmnesty #NoDACA,H
308,308,Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?,H
309,309,"While #forestfires are terrifying and tragic, should the fed. gov. grant #California assistance with which to fight them while it thumbs its nose at the rest of the country by protecting illegal immigrant criminals? (Hasn't Cali been denying federal jurisdiction over its land?)",N
310,310,Don't fucking toy with me #WomenSuck,H
311,311,@user @user @user @user @user So you cant stand your own kind either you gotta breed with something else.,N
312,312,Criminals NOT immigrants! Lets call them who they are if they DID NOT come in our AMERICA LEGALLY ! They get NO amnesty for breaking the AMERICAN LAW. @user @user @user @user @user @user @user @user @user,H
313,313,@user LMAOO you pussy. What those emojis mean?!,H
314,314,@user @user Agree with your idea to use the Army to build the wall! Do it! #BuildThatWall #BuildTheWall,H
315,315,Over 62 million people voted for @user b/c of policies clearly stated at dozens of rallies. #BuildThatWall #TaxCutReformBill #EliminateRegulations #ConstitutionalistsOnSCOTUS #AmericaFirstTradePolicy #EndGovermentWaste #ReformTheVA #DestroyISIS Keeping Promices #MAGA,H
316,316,Me after The Walking Dead season finale,N
317,317,"Int’l, 1st- and 2nd-gen immigrant students make up an average of 30% of undergrads in U.S. -Miriam Feldblum, executive director, Presidents’ Alliance on Higher Ed and Immigration ⁦@AraceliHLaroche⁩ ⁦@MegitaSmith⁩ ⁦@nmvalenzuela⁩",N
318,318,When your friend moves away to be with someone...,N
319,319,No one gives less fucks than a pitcher that intentionally hits a man holding a bat with a baseball,N
320,320,Watch my snap story tonight it will be all over it 😇,N
321,321,@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,H
322,322,"Angels Don't Die. I think it's better that two Immigrant children in a concentration camp in Southwest US die every time Donald Trump tweets, tweet tweet tweet tweet tweet like a bird.",N
323,323,"ISO several *new or used* items to foster greater self-sufficiency of a few recent refugee families: work boots, lunch boxes/bags, apt size microwaves, food storage containers, laptops...and drumroll...a large family...",N
324,324,I love how I wasted 5 years on a stupid cunt. Only to find true love with the beautiful woman I was with before that. Life's funny sometimes,N
325,325,"We want the world to give us justice and make it possible for us to go back.The fact that we had to flee, we want justice for that. We ask for justice from the leaders of the entire world.https://t.co/3jv0hnp8Md",N
326,326,"Austrian, Italian and German interior ministers discuss migration",N
327,327,@user Biggest menace affecting growth of India is its population.Must take steps to curb population&amp;illegal immigrants,H
